adm_1_name,Year,Month,YearMonth,dengue_total_month
BAC LIEU,2005,10,2005-10-01,248.0
BAC NINH,2005,10,2005-10-01,1.0
BEN TRE,2005,10,2005-10-01,392.0
BINH DINH,2005,10,2005-10-01,34.0
BINH DUONG,2005,10,2005-10-01,141.0
BINH PHUOC,2005,10,2005-10-01,54.0
BINH THUAN,2005,10,2005-10-01,238.0
CA MAU,2005,10,2005-10-01,230.0
CAN THO CITY,2005,10,2005-10-01,218.0
CAO BANG,2005,10,2005-10-01,0.0
DA NANG CITY,2005,10,2005-10-01,14.0
DAK LAK,2005,10,2005-10-01,36.0
DAK NONG,2005,10,2005-10-01,13.0
DIEN BIEN,2005,10,2005-10-01,0.0
DONG NAI,2005,10,2005-10-01,360.0
DONG THAP,2005,10,2005-10-01,1603.0
GIA LAI,2005,10,2005-10-01,8.0
HA GIANG,2005,10,2005-10-01,0.0
HA NAM,2005,10,2005-10-01,5.0
HA NOI CITY,2005,10,2005-10-01,233.0
HA TAY,2005,10,2005-10-01,6.0
HA TINH,2005,10,2005-10-01,167.0
HAI DUONG,2005,10,2005-10-01,1.0
HAI PHONG CITY,2005,10,2005-10-01,3.0
HAU GIANG,2005,10,2005-10-01,154.0
HO CHI MINH CITY,2005,10,2005-10-01,722.0
HOA BINH,2005,10,2005-10-01,0.0
HUNG YEN,2005,10,2005-10-01,1.0
KHANH HOA,2005,10,2005-10-01,1165.0
KIEN GIANG,2005,10,2005-10-01,326.0
KON TUM,2005,10,2005-10-01,0.0
LAI CHAU,2005,10,2005-10-01,0.0
LAM DONG,2005,10,2005-10-01,2.0
LANG SON,2005,10,2005-10-01,0.0
LAO CAI,2005,10,2005-10-01,0.0
LONG AN,2005,10,2005-10-01,323.0
NAM DINH,2005,10,2005-10-01,4.0
NGHE AN,2005,10,2005-10-01,41.0
NINH BINH,2005,10,2005-10-01,1.0
NINH THUAN,2005,10,2005-10-01,32.0
PHU THO,2005,10,2005-10-01,1.0
PHU YEN,2005,10,2005-10-01,67.0
QUANG BINH,2005,10,2005-10-01,216.0
QUANG NAM,2005,10,2005-10-01,9.0
QUANG NGAI,2005,10,2005-10-01,3.0
QUANG NINH,2005,10,2005-10-01,0.0
QUANG TRI,2005,10,2005-10-01,0.0
SOC TRANG,2005,10,2005-10-01,393.0
SON LA,2005,10,2005-10-01,0.0
TAY NINH,2005,10,2005-10-01,114.0
THAI BINH,2005,10,2005-10-01,0.0
THAI NGUYEN,2005,10,2005-10-01,0.0
THANH HOA,2005,10,2005-10-01,230.0
THUA THIEN - HUE,2005,10,2005-10-01,9.0
TIEN GIANG,2005,10,2005-10-01,679.0
TRA VINH,2005,10,2005-10-01,344.0
TUYEN QUANG,2005,10,2005-10-01,0.0
VINH LONG,2005,10,2005-10-01,198.0
VINH PHUC,2005,10,2005-10-01,5.0
YEN BAI,2005,10,2005-10-01,0.0
AN GIANG,2005,11,2005-11-01,237.0
BA RIA-VUNG TAU,2005,11,2005-11-01,26.0
BAC GIANG,2005,11,2005-11-01,0.0
BAC KAN,2005,11,2005-11-01,0.0
BAC LIEU,2005,11,2005-11-01,288.0
BAC NINH,2005,11,2005-11-01,0.0
BEN TRE,2005,11,2005-11-01,380.0
BINH DINH,2005,11,2005-11-01,81.0
BINH DUONG,2005,11,2005-11-01,102.0
BINH PHUOC,2005,11,2005-11-01,40.0
BINH THUAN,2005,11,2005-11-01,348.0
CA MAU,2005,11,2005-11-01,217.0
CAN THO CITY,2005,11,2005-11-01,276.0
CAO BANG,2005,11,2005-11-01,0.0
DA NANG CITY,2005,11,2005-11-01,27.0
DAK LAK,2005,11,2005-11-01,28.0
DAK NONG,2005,11,2005-11-01,0.0
DIEN BIEN,2005,11,2005-11-01,1.0
DONG NAI,2005,11,2005-11-01,407.0
DONG THAP,2005,11,2005-11-01,1130.0
GIA LAI,2005,11,2005-11-01,25.0
HA GIANG,2005,11,2005-11-01,0.0
HA NAM,2005,11,2005-11-01,0.0
HA NOI CITY,2005,11,2005-11-01,149.0
HA TAY,2005,11,2005-11-01,2.0
HA TINH,2005,11,2005-11-01,0.0
HAI DUONG,2005,11,2005-11-01,0.0
HAI PHONG CITY,2005,11,2005-11-01,0.0
HAU GIANG,2005,11,2005-11-01,156.0
HO CHI MINH CITY,2005,11,2005-11-01,1242.0
HOA BINH,2005,11,2005-11-01,0.0
HUNG YEN,2005,11,2005-11-01,0.0
KHANH HOA,2005,11,2005-11-01,687.0
KIEN GIANG,2005,11,2005-11-01,396.0
KON TUM,2005,11,2005-11-01,0.0
LAI CHAU,2005,11,2005-11-01,1.0
LAM DONG,2005,11,2005-11-01,6.0
LANG SON,2005,11,2005-11-01,0.0
LAO CAI,2005,11,2005-11-01,0.0
LONG AN,2005,11,2005-11-01,184.0
NAM DINH,2005,11,2005-11-01,0.0
NGHE AN,2005,11,2005-11-01,0.0
NINH BINH,2005,11,2005-11-01,0.0
NINH THUAN,2005,11,2005-11-01,58.0
PHU THO,2005,11,2005-11-01,0.0
PHU YEN,2005,11,2005-11-01,66.0
QUANG BINH,2005,11,2005-11-01,0.0
QUANG NAM,2005,11,2005-11-01,27.0
QUANG NGAI,2005,11,2005-11-01,11.0
QUANG NINH,2005,11,2005-11-01,1.0
QUANG TRI,2005,11,2005-11-01,0.0
SOC TRANG,2005,11,2005-11-01,408.0
SON LA,2005,11,2005-11-01,0.0
TAY NINH,2005,11,2005-11-01,121.0
THAI BINH,2005,11,2005-11-01,0.0
THAI NGUYEN,2005,11,2005-11-01,0.0
THANH HOA,2005,11,2005-11-01,53.0
THUA THIEN - HUE,2005,11,2005-11-01,5.0
TIEN GIANG,2005,11,2005-11-01,565.0
TRA VINH,2005,11,2005-11-01,191.0
TUYEN QUANG,2005,11,2005-11-01,0.0
VINH LONG,2005,11,2005-11-01,155.0
VINH PHUC,2005,11,2005-11-01,0.0
YEN BAI,2005,11,2005-11-01,0.0
AN GIANG,2005,12,2005-12-01,252.0
BA RIA-VUNG TAU,2005,12,2005-12-01,11.0
BAC GIANG,2005,12,2005-12-01,0.0
BAC KAN,2005,12,2005-12-01,0.0
BAC LIEU,2005,12,2005-12-01,291.0
BAC NINH,2005,12,2005-12-01,0.0
BEN TRE,2005,12,2005-12-01,240.0
BINH DINH,2005,12,2005-12-01,11.0
BINH DUONG,2005,12,2005-12-01,122.0
BINH PHUOC,2005,12,2005-12-01,40.0
BINH THUAN,2005,12,2005-12-01,193.0
CA MAU,2005,12,2005-12-01,197.0
CAN THO CITY,2005,12,2005-12-01,136.0
CAO BANG,2005,12,2005-12-01,0.0
DA NANG CITY,2005,12,2005-12-01,16.0
DAK LAK,2005,12,2005-12-01,14.0
DAK NONG,2005,12,2005-12-01,7.0
DIEN BIEN,2005,12,2005-12-01,0.0
DONG NAI,2005,12,2005-12-01,113.0
DONG THAP,2005,12,2005-12-01,678.0
GIA LAI,2005,12,2005-12-01,1.0
HA GIANG,2005,12,2005-12-01,0.0
HA NAM,2005,12,2005-12-01,0.0
HA NOI CITY,2005,12,2005-12-01,43.0
HA TAY,2005,12,2005-12-01,0.0
HA TINH,2005,12,2005-12-01,0.0
HAI DUONG,2005,12,2005-12-01,0.0
HAI PHONG CITY,2005,12,2005-12-01,0.0
HAU GIANG,2005,12,2005-12-01,103.0
HO CHI MINH CITY,2005,12,2005-12-01,715.0
HOA BINH,2005,12,2005-12-01,0.0
HUNG YEN,2005,12,2005-12-01,0.0
KHANH HOA,2005,12,2005-12-01,190.0
KIEN GIANG,2005,12,2005-12-01,287.0
KON TUM,2005,12,2005-12-01,0.0
LAI CHAU,2005,12,2005-12-01,0.0
LAM DONG,2005,12,2005-12-01,2.0
LANG SON,2005,12,2005-12-01,0.0
LAO CAI,2005,12,2005-12-01,0.0
LONG AN,2005,12,2005-12-01,118.0
NAM DINH,2005,12,2005-12-01,1.0
NGHE AN,2005,12,2005-12-01,0.0
NINH BINH,2005,12,2005-12-01,1.0
NINH THUAN,2005,12,2005-12-01,28.0
PHU THO,2005,12,2005-12-01,0.0
PHU YEN,2005,12,2005-12-01,29.0
QUANG BINH,2005,12,2005-12-01,0.0
QUANG NAM,2005,12,2005-12-01,0.0
QUANG NGAI,2005,12,2005-12-01,8.0
QUANG NINH,2005,12,2005-12-01,0.0
QUANG TRI,2005,12,2005-12-01,0.0
SOC TRANG,2005,12,2005-12-01,253.0
SON LA,2005,12,2005-12-01,0.0
TAY NINH,2005,12,2005-12-01,85.0
THAI BINH,2005,12,2005-12-01,0.0
THAI NGUYEN,2005,12,2005-12-01,0.0
THANH HOA,2005,12,2005-12-01,0.0
THUA THIEN - HUE,2005,12,2005-12-01,2.0
TIEN GIANG,2005,12,2005-12-01,361.0
TRA VINH,2005,12,2005-12-01,142.0
TUYEN QUANG,2005,12,2005-12-01,0.0
VINH LONG,2005,12,2005-12-01,104.0
VINH PHUC,2005,12,2005-12-01,0.0
YEN BAI,2005,12,2005-12-01,0.0
AN GIANG,2006,1,2006-01-01,209.0
BA RIA-VUNG TAU,2006,1,2006-01-01,31.0
BAC GIANG,2006,1,2006-01-01,0.0
BAC KAN,2006,1,2006-01-01,0.0
BAC LIEU,2006,1,2006-01-01,206.0
BAC NINH,2006,1,2006-01-01,0.0
BEN TRE,2006,1,2006-01-01,163.0
BINH DINH,2006,1,2006-01-01,9.0
BINH DUONG,2006,1,2006-01-01,117.0
BINH PHUOC,2006,1,2006-01-01,47.0
BINH THUAN,2006,1,2006-01-01,9.0
CA MAU,2006,1,2006-01-01,181.0
CAN THO CITY,2006,1,2006-01-01,97.0
CAO BANG,2006,1,2006-01-01,0.0
DA NANG CITY,2006,1,2006-01-01,0.0
DAK LAK,2006,1,2006-01-01,3.0
DAK NONG,2006,1,2006-01-01,2.0
DIEN BIEN,2006,1,2006-01-01,0.0
DONG NAI,2006,1,2006-01-01,222.0
DONG THAP,2006,1,2006-01-01,269.0
GIA LAI,2006,1,2006-01-01,3.0
HA GIANG,2006,1,2006-01-01,0.0
HA NAM,2006,1,2006-01-01,0.0
HA NOI CITY,2006,1,2006-01-01,8.0
HA TAY,2006,1,2006-01-01,0.0
HA TINH,2006,1,2006-01-01,0.0
HAI DUONG,2006,1,2006-01-01,0.0
HAI PHONG CITY,2006,1,2006-01-01,0.0
HAU GIANG,2006,1,2006-01-01,81.0
HO CHI MINH CITY,2006,1,2006-01-01,758.0
HOA BINH,2006,1,2006-01-01,0.0
HUNG YEN,2006,1,2006-01-01,0.0
KHANH HOA,2006,1,2006-01-01,94.0
KIEN GIANG,2006,1,2006-01-01,183.0
KON TUM,2006,1,2006-01-01,0.0
LAI CHAU,2006,1,2006-01-01,0.0
LAM DONG,2006,1,2006-01-01,5.0
LANG SON,2006,1,2006-01-01,0.0
LAO CAI,2006,1,2006-01-01,0.0
LONG AN,2006,1,2006-01-01,51.0
NAM DINH,2006,1,2006-01-01,0.0
NGHE AN,2006,1,2006-01-01,0.0
NINH BINH,2006,1,2006-01-01,0.0
NINH THUAN,2006,1,2006-01-01,40.0
PHU THO,2006,1,2006-01-01,0.0
PHU YEN,2006,1,2006-01-01,16.0
QUANG BINH,2006,1,2006-01-01,0.0
QUANG NAM,2006,1,2006-01-01,0.0
QUANG NGAI,2006,1,2006-01-01,8.0
QUANG NINH,2006,1,2006-01-01,0.0
QUANG TRI,2006,1,2006-01-01,0.0
SOC TRANG,2006,1,2006-01-01,137.0
SON LA,2006,1,2006-01-01,0.0
TAY NINH,2006,1,2006-01-01,63.0
THAI BINH,2006,1,2006-01-01,0.0
THAI NGUYEN,2006,1,2006-01-01,0.0
THANH HOA,2006,1,2006-01-01,0.0
THUA THIEN - HUE,2006,1,2006-01-01,0.0
TIEN GIANG,2006,1,2006-01-01,271.0
TRA VINH,2006,1,2006-01-01,74.0
TUYEN QUANG,2006,1,2006-01-01,0.0
VINH LONG,2006,1,2006-01-01,78.0
VINH PHUC,2006,1,2006-01-01,0.0
YEN BAI,2006,1,2006-01-01,0.0
AN GIANG,2006,2,2006-02-01,61.0
BA RIA-VUNG TAU,2006,2,2006-02-01,12.0
BAC GIANG,2006,2,2006-02-01,0.0
BAC KAN,2006,2,2006-02-01,0.0
BAC LIEU,2006,2,2006-02-01,202.0
BAC NINH,2006,2,2006-02-01,0.0
BEN TRE,2006,2,2006-02-01,78.0
BINH DINH,2006,2,2006-02-01,15.0
BINH DUONG,2006,2,2006-02-01,202.0
BINH PHUOC,2006,2,2006-02-01,33.0
BINH THUAN,2006,2,2006-02-01,4.0
CA MAU,2006,2,2006-02-01,144.0
CAN THO CITY,2006,2,2006-02-01,73.0
CAO BANG,2006,2,2006-02-01,0.0
DA NANG CITY,2006,2,2006-02-01,0.0
DAK LAK,2006,2,2006-02-01,6.0
DAK NONG,2006,2,2006-02-01,3.0
DIEN BIEN,2006,2,2006-02-01,0.0
DONG NAI,2006,2,2006-02-01,125.0
DONG THAP,2006,2,2006-02-01,156.0
GIA LAI,2006,2,2006-02-01,2.0
HA GIANG,2006,2,2006-02-01,0.0
HA NAM,2006,2,2006-02-01,0.0
HA NOI CITY,2006,2,2006-02-01,3.0
HA TAY,2006,2,2006-02-01,0.0
HA TINH,2006,2,2006-02-01,0.0
HAI DUONG,2006,2,2006-02-01,0.0
HAI PHONG CITY,2006,2,2006-02-01,0.0
HAU GIANG,2006,2,2006-02-01,28.0
HO CHI MINH CITY,2006,2,2006-02-01,898.0
HOA BINH,2006,2,2006-02-01,0.0
HUNG YEN,2006,2,2006-02-01,0.0
KHANH HOA,2006,2,2006-02-01,62.0
KIEN GIANG,2006,2,2006-02-01,90.0
KON TUM,2006,2,2006-02-01,0.0
LAI CHAU,2006,2,2006-02-01,0.0
LAM DONG,2006,2,2006-02-01,8.0
LANG SON,2006,2,2006-02-01,0.0
LAO CAI,2006,2,2006-02-01,0.0
LONG AN,2006,2,2006-02-01,39.0
NAM DINH,2006,2,2006-02-01,0.0
NGHE AN,2006,2,2006-02-01,0.0
NINH BINH,2006,2,2006-02-01,0.0
NINH THUAN,2006,2,2006-02-01,26.0
PHU THO,2006,2,2006-02-01,0.0
PHU YEN,2006,2,2006-02-01,7.0
QUANG BINH,2006,2,2006-02-01,0.0
QUANG NAM,2006,2,2006-02-01,0.0
QUANG NGAI,2006,2,2006-02-01,0.0
QUANG NINH,2006,2,2006-02-01,0.0
QUANG TRI,2006,2,2006-02-01,0.0
SOC TRANG,2006,2,2006-02-01,118.0
SON LA,2006,2,2006-02-01,0.0
TAY NINH,2006,2,2006-02-01,21.0
THAI BINH,2006,2,2006-02-01,0.0
THAI NGUYEN,2006,2,2006-02-01,0.0
THANH HOA,2006,2,2006-02-01,0.0
THUA THIEN - HUE,2006,2,2006-02-01,0.0
TIEN GIANG,2006,2,2006-02-01,175.0
TRA VINH,2006,2,2006-02-01,45.0
TUYEN QUANG,2006,2,2006-02-01,0.0
VINH LONG,2006,2,2006-02-01,59.0
VINH PHUC,2006,2,2006-02-01,1.0
YEN BAI,2006,2,2006-02-01,0.0
AN GIANG,2006,3,2006-03-01,94.0
BA RIA-VUNG TAU,2006,3,2006-03-01,125.0
BAC GIANG,2006,3,2006-03-01,0.0
BAC KAN,2006,3,2006-03-01,0.0
BAC LIEU,2006,3,2006-03-01,160.0
BAC NINH,2006,3,2006-03-01,0.0
BEN TRE,2006,3,2006-03-01,76.0
BINH DINH,2006,3,2006-03-01,6.0
BINH DUONG,2006,3,2006-03-01,73.0
BINH PHUOC,2006,3,2006-03-01,38.0
BINH THUAN,2006,3,2006-03-01,29.0
CA MAU,2006,3,2006-03-01,147.0
CAN THO CITY,2006,3,2006-03-01,66.0
CAO BANG,2006,3,2006-03-01,0.0
DA NANG CITY,2006,3,2006-03-01,0.0
DAK LAK,2006,3,2006-03-01,5.0
DAK NONG,2006,3,2006-03-01,0.0
DIEN BIEN,2006,3,2006-03-01,0.0
DONG NAI,2006,3,2006-03-01,124.0
DONG THAP,2006,3,2006-03-01,162.0
GIA LAI,2006,3,2006-03-01,0.0
HA GIANG,2006,3,2006-03-01,0.0
HA NAM,2006,3,2006-03-01,0.0
HA NOI CITY,2006,3,2006-03-01,4.0
HA TAY,2006,3,2006-03-01,0.0
HA TINH,2006,3,2006-03-01,0.0
HAI DUONG,2006,3,2006-03-01,0.0
HAI PHONG CITY,2006,3,2006-03-01,0.0
HAU GIANG,2006,3,2006-03-01,19.0
HO CHI MINH CITY,2006,3,2006-03-01,763.0
HOA BINH,2006,3,2006-03-01,0.0
HUNG YEN,2006,3,2006-03-01,3.0
KHANH HOA,2006,3,2006-03-01,86.0
KIEN GIANG,2006,3,2006-03-01,181.0
KON TUM,2006,3,2006-03-01,0.0
LAI CHAU,2006,3,2006-03-01,0.0
LAM DONG,2006,3,2006-03-01,6.0
LANG SON,2006,3,2006-03-01,0.0
LAO CAI,2006,3,2006-03-01,0.0
LONG AN,2006,3,2006-03-01,8.0
NAM DINH,2006,3,2006-03-01,0.0
NGHE AN,2006,3,2006-03-01,0.0
NINH BINH,2006,3,2006-03-01,0.0
NINH THUAN,2006,3,2006-03-01,32.0
PHU THO,2006,3,2006-03-01,0.0
PHU YEN,2006,3,2006-03-01,22.0
QUANG BINH,2006,3,2006-03-01,0.0
QUANG NAM,2006,3,2006-03-01,5.0
QUANG NGAI,2006,3,2006-03-01,1.0
QUANG NINH,2006,3,2006-03-01,0.0
QUANG TRI,2006,3,2006-03-01,0.0
SOC TRANG,2006,3,2006-03-01,177.0
SON LA,2006,3,2006-03-01,0.0
TAY NINH,2006,3,2006-03-01,23.0
THAI BINH,2006,3,2006-03-01,0.0
THAI NGUYEN,2006,3,2006-03-01,0.0
THANH HOA,2006,3,2006-03-01,0.0
THUA THIEN - HUE,2006,3,2006-03-01,2.0
TIEN GIANG,2006,3,2006-03-01,148.0
TRA VINH,2006,3,2006-03-01,46.0
TUYEN QUANG,2006,3,2006-03-01,0.0
VINH LONG,2006,3,2006-03-01,64.0
VINH PHUC,2006,3,2006-03-01,0.0
YEN BAI,2006,3,2006-03-01,0.0
AN GIANG,2006,4,2006-04-01,134.0
BA RIA-VUNG TAU,2006,4,2006-04-01,159.0
BAC GIANG,2006,4,2006-04-01,0.0
BAC KAN,2006,4,2006-04-01,0.0
BAC LIEU,2006,4,2006-04-01,228.0
BAC NINH,2006,4,2006-04-01,0.0
BEN TRE,2006,4,2006-04-01,109.0
BINH DINH,2006,4,2006-04-01,0.0
BINH DUONG,2006,4,2006-04-01,25.0
BINH PHUOC,2006,4,2006-04-01,63.0
BINH THUAN,2006,4,2006-04-01,61.0
CA MAU,2006,4,2006-04-01,132.0
CAN THO CITY,2006,4,2006-04-01,79.0
CAO BANG,2006,4,2006-04-01,0.0
DA NANG CITY,2006,4,2006-04-01,0.0
DAK LAK,2006,4,2006-04-01,4.0
DAK NONG,2006,4,2006-04-01,4.0
DIEN BIEN,2006,4,2006-04-01,0.0
DONG NAI,2006,4,2006-04-01,90.0
DONG THAP,2006,4,2006-04-01,171.0
GIA LAI,2006,4,2006-04-01,7.0
HA GIANG,2006,4,2006-04-01,0.0
HA NAM,2006,4,2006-04-01,0.0
HA NOI CITY,2006,4,2006-04-01,3.0
HA TAY,2006,4,2006-04-01,0.0
HA TINH,2006,4,2006-04-01,0.0
HAI DUONG,2006,4,2006-04-01,0.0
HAI PHONG CITY,2006,4,2006-04-01,0.0
HAU GIANG,2006,4,2006-04-01,49.0
HO CHI MINH CITY,2006,4,2006-04-01,619.0
HOA BINH,2006,4,2006-04-01,0.0
HUNG YEN,2006,4,2006-04-01,0.0
KHANH HOA,2006,4,2006-04-01,77.0
KIEN GIANG,2006,4,2006-04-01,160.0
KON TUM,2006,4,2006-04-01,0.0
LAI CHAU,2006,4,2006-04-01,0.0
LAM DONG,2006,4,2006-04-01,4.0
LANG SON,2006,4,2006-04-01,0.0
LAO CAI,2006,4,2006-04-01,0.0
LONG AN,2006,4,2006-04-01,60.0
NAM DINH,2006,4,2006-04-01,0.0
NGHE AN,2006,4,2006-04-01,0.0
NINH BINH,2006,4,2006-04-01,0.0
NINH THUAN,2006,4,2006-04-01,45.0
PHU THO,2006,4,2006-04-01,0.0
PHU YEN,2006,4,2006-04-01,33.0
QUANG BINH,2006,4,2006-04-01,0.0
QUANG NAM,2006,4,2006-04-01,0.0
QUANG NGAI,2006,4,2006-04-01,0.0
QUANG NINH,2006,4,2006-04-01,0.0
QUANG TRI,2006,4,2006-04-01,0.0
SOC TRANG,2006,4,2006-04-01,309.0
SON LA,2006,4,2006-04-01,0.0
TAY NINH,2006,4,2006-04-01,20.0
THAI BINH,2006,4,2006-04-01,0.0
THAI NGUYEN,2006,4,2006-04-01,0.0
THANH HOA,2006,4,2006-04-01,0.0
THUA THIEN - HUE,2006,4,2006-04-01,1.0
TIEN GIANG,2006,4,2006-04-01,135.0
TRA VINH,2006,4,2006-04-01,55.0
TUYEN QUANG,2006,4,2006-04-01,0.0
VINH LONG,2006,4,2006-04-01,54.0
VINH PHUC,2006,4,2006-04-01,0.0
YEN BAI,2006,4,2006-04-01,0.0
AN GIANG,2006,5,2006-05-01,170.0
BA RIA-VUNG TAU,2006,5,2006-05-01,225.0
BAC GIANG,2006,5,2006-05-01,0.0
BAC KAN,2006,5,2006-05-01,0.0
BAC LIEU,2006,5,2006-05-01,348.0
BAC NINH,2006,5,2006-05-01,0.0
BEN TRE,2006,5,2006-05-01,189.0
BINH DINH,2006,5,2006-05-01,3.0
BINH DUONG,2006,5,2006-05-01,79.0
BINH PHUOC,2006,5,2006-05-01,177.0
BINH THUAN,2006,5,2006-05-01,9.0
CA MAU,2006,5,2006-05-01,220.0
CAN THO CITY,2006,5,2006-05-01,94.0
CAO BANG,2006,5,2006-05-01,0.0
DA NANG CITY,2006,5,2006-05-01,1.0
DAK LAK,2006,5,2006-05-01,3.0
DAK NONG,2006,5,2006-05-01,4.0
DIEN BIEN,2006,5,2006-05-01,0.0
DONG NAI,2006,5,2006-05-01,80.0
DONG THAP,2006,5,2006-05-01,241.0
GIA LAI,2006,5,2006-05-01,5.0
HA GIANG,2006,5,2006-05-01,0.0
HA NAM,2006,5,2006-05-01,0.0
HA NOI CITY,2006,5,2006-05-01,7.0
HA TAY,2006,5,2006-05-01,0.0
HA TINH,2006,5,2006-05-01,0.0
HAI DUONG,2006,5,2006-05-01,0.0
HAI PHONG CITY,2006,5,2006-05-01,0.0
HAU GIANG,2006,5,2006-05-01,52.0
HO CHI MINH CITY,2006,5,2006-05-01,350.0
HOA BINH,2006,5,2006-05-01,0.0
HUNG YEN,2006,5,2006-05-01,0.0
KHANH HOA,2006,5,2006-05-01,51.0
KIEN GIANG,2006,5,2006-05-01,301.0
KON TUM,2006,5,2006-05-01,0.0
LAI CHAU,2006,5,2006-05-01,0.0
LAM DONG,2006,5,2006-05-01,2.0
LANG SON,2006,5,2006-05-01,0.0
LAO CAI,2006,5,2006-05-01,0.0
LONG AN,2006,5,2006-05-01,36.0
NAM DINH,2006,5,2006-05-01,0.0
NGHE AN,2006,5,2006-05-01,3.0
NINH BINH,2006,5,2006-05-01,0.0
NINH THUAN,2006,5,2006-05-01,59.0
PHU THO,2006,5,2006-05-01,0.0
PHU YEN,2006,5,2006-05-01,46.0
QUANG BINH,2006,5,2006-05-01,0.0
QUANG NAM,2006,5,2006-05-01,0.0
QUANG NGAI,2006,5,2006-05-01,35.0
QUANG NINH,2006,5,2006-05-01,2.0
QUANG TRI,2006,5,2006-05-01,0.0
SOC TRANG,2006,5,2006-05-01,623.0
SON LA,2006,5,2006-05-01,0.0
TAY NINH,2006,5,2006-05-01,18.0
THAI BINH,2006,5,2006-05-01,0.0
THAI NGUYEN,2006,5,2006-05-01,0.0
THANH HOA,2006,5,2006-05-01,0.0
THUA THIEN - HUE,2006,5,2006-05-01,1.0
TIEN GIANG,2006,5,2006-05-01,171.0
TRA VINH,2006,5,2006-05-01,219.0
TUYEN QUANG,2006,5,2006-05-01,0.0
VINH LONG,2006,5,2006-05-01,68.0
VINH PHUC,2006,5,2006-05-01,0.0
YEN BAI,2006,5,2006-05-01,0.0
AN GIANG,2006,6,2006-06-01,186.0
BA RIA-VUNG TAU,2006,6,2006-06-01,255.0
BAC GIANG,2006,6,2006-06-01,0.0
BAC KAN,2006,6,2006-06-01,0.0
BAC LIEU,2006,6,2006-06-01,413.0
BAC NINH,2006,6,2006-06-01,0.0
BEN TRE,2006,6,2006-06-01,389.0
BINH DINH,2006,6,2006-06-01,70.0
BINH DUONG,2006,6,2006-06-01,218.0
BINH PHUOC,2006,6,2006-06-01,328.0
BINH THUAN,2006,6,2006-06-01,16.0
CA MAU,2006,6,2006-06-01,355.0
CAN THO CITY,2006,6,2006-06-01,127.0
CAO BANG,2006,6,2006-06-01,0.0
DA NANG CITY,2006,6,2006-06-01,0.0
DAK LAK,2006,6,2006-06-01,7.0
DAK NONG,2006,6,2006-06-01,20.0
DIEN BIEN,2006,6,2006-06-01,0.0
DONG NAI,2006,6,2006-06-01,223.0
DONG THAP,2006,6,2006-06-01,392.0
GIA LAI,2006,6,2006-06-01,31.0
HA GIANG,2006,6,2006-06-01,0.0
HA NAM,2006,6,2006-06-01,0.0
HA NOI CITY,2006,6,2006-06-01,20.0
HA TAY,2006,6,2006-06-01,0.0
HA TINH,2006,6,2006-06-01,0.0
HAI DUONG,2006,6,2006-06-01,0.0
HAI PHONG CITY,2006,6,2006-06-01,0.0
HAU GIANG,2006,6,2006-06-01,70.0
HO CHI MINH CITY,2006,6,2006-06-01,603.0
HOA BINH,2006,6,2006-06-01,0.0
HUNG YEN,2006,6,2006-06-01,0.0
KHANH HOA,2006,6,2006-06-01,81.0
KIEN GIANG,2006,6,2006-06-01,375.0
KON TUM,2006,6,2006-06-01,0.0
LAI CHAU,2006,6,2006-06-01,0.0
LAM DONG,2006,6,2006-06-01,17.0
LANG SON,2006,6,2006-06-01,0.0
LAO CAI,2006,6,2006-06-01,0.0
LONG AN,2006,6,2006-06-01,203.0
NAM DINH,2006,6,2006-06-01,4.0
NGHE AN,2006,6,2006-06-01,0.0
NINH BINH,2006,6,2006-06-01,0.0
NINH THUAN,2006,6,2006-06-01,65.0
PHU THO,2006,6,2006-06-01,0.0
PHU YEN,2006,6,2006-06-01,93.0
QUANG BINH,2006,6,2006-06-01,0.0
QUANG NAM,2006,6,2006-06-01,0.0
QUANG NGAI,2006,6,2006-06-01,47.0
QUANG NINH,2006,6,2006-06-01,1.0
QUANG TRI,2006,6,2006-06-01,2.0
SOC TRANG,2006,6,2006-06-01,565.0
SON LA,2006,6,2006-06-01,0.0
TAY NINH,2006,6,2006-06-01,48.0
THAI BINH,2006,6,2006-06-01,1.0
THAI NGUYEN,2006,6,2006-06-01,0.0
THANH HOA,2006,6,2006-06-01,0.0
THUA THIEN - HUE,2006,6,2006-06-01,2.0
TIEN GIANG,2006,6,2006-06-01,318.0
TRA VINH,2006,6,2006-06-01,250.0
TUYEN QUANG,2006,6,2006-06-01,0.0
VINH LONG,2006,6,2006-06-01,80.0
VINH PHUC,2006,6,2006-06-01,0.0
YEN BAI,2006,6,2006-06-01,0.0
AN GIANG,2006,7,2006-07-01,217.0
BA RIA-VUNG TAU,2006,7,2006-07-01,393.0
BAC GIANG,2006,7,2006-07-01,0.0
BAC KAN,2006,7,2006-07-01,0.0
BAC LIEU,2006,7,2006-07-01,320.0
BAC NINH,2006,7,2006-07-01,0.0
BEN TRE,2006,7,2006-07-01,441.0
BINH DINH,2006,7,2006-07-01,21.0
BINH DUONG,2006,7,2006-07-01,168.0
BINH PHUOC,2006,7,2006-07-01,335.0
BINH THUAN,2006,7,2006-07-01,36.0
CA MAU,2006,7,2006-07-01,345.0
CAN THO CITY,2006,7,2006-07-01,108.0
CAO BANG,2006,7,2006-07-01,0.0
DA NANG CITY,2006,7,2006-07-01,1.0
