adm_1_name,Year,Month,YearMonth,dengue_total_month
DAK LAK,2006,7,2006-07-01,15.0
DAK NONG,2006,7,2006-07-01,14.0
DIEN BIEN,2006,7,2006-07-01,0.0
DONG NAI,2006,7,2006-07-01,494.0
DONG THAP,2006,7,2006-07-01,617.0
GIA LAI,2006,7,2006-07-01,168.0
HA GIANG,2006,7,2006-07-01,0.0
HA NAM,2006,7,2006-07-01,0.0
HA NOI CITY,2006,7,2006-07-01,80.0
HA TAY,2006,7,2006-07-01,0.0
HA TINH,2006,7,2006-07-01,84.0
HAI DUONG,2006,7,2006-07-01,0.0
HAI PHONG CITY,2006,7,2006-07-01,0.0
HAU GIANG,2006,7,2006-07-01,70.0
HO CHI MINH CITY,2006,7,2006-07-01,651.0
HOA BINH,2006,7,2006-07-01,0.0
HUNG YEN,2006,7,2006-07-01,0.0
KHANH HOA,2006,7,2006-07-01,213.0
KIEN GIANG,2006,7,2006-07-01,786.0
KON TUM,2006,7,2006-07-01,0.0
LAI CHAU,2006,7,2006-07-01,0.0
LAM DONG,2006,7,2006-07-01,2.0
LANG SON,2006,7,2006-07-01,0.0
LAO CAI,2006,7,2006-07-01,0.0
LONG AN,2006,7,2006-07-01,483.0
NAM DINH,2006,7,2006-07-01,4.0
NGHE AN,2006,7,2006-07-01,144.0
NINH BINH,2006,7,2006-07-01,0.0
NINH THUAN,2006,7,2006-07-01,157.0
PHU THO,2006,7,2006-07-01,0.0
PHU YEN,2006,7,2006-07-01,110.0
QUANG BINH,2006,7,2006-07-01,0.0
QUANG NAM,2006,7,2006-07-01,0.0
QUANG NGAI,2006,7,2006-07-01,54.0
QUANG NINH,2006,7,2006-07-01,0.0
QUANG TRI,2006,7,2006-07-01,7.0
SOC TRANG,2006,7,2006-07-01,517.0
SON LA,2006,7,2006-07-01,0.0
TAY NINH,2006,7,2006-07-01,86.0
THAI BINH,2006,7,2006-07-01,1.0
THAI NGUYEN,2006,7,2006-07-01,0.0
THANH HOA,2006,7,2006-07-01,0.0
THUA THIEN - HUE,2006,7,2006-07-01,1.0
TIEN GIANG,2006,7,2006-07-01,583.0
TRA VINH,2006,7,2006-07-01,215.0
TUYEN QUANG,2006,7,2006-07-01,0.0
VINH LONG,2006,7,2006-07-01,132.0
VINH PHUC,2006,7,2006-07-01,5.0
YEN BAI,2006,7,2006-07-01,0.0
AN GIANG,2006,8,2006-08-01,350.0
BA RIA-VUNG TAU,2006,8,2006-08-01,5.0
BAC GIANG,2006,8,2006-08-01,0.0
BAC KAN,2006,8,2006-08-01,0.0
BAC LIEU,2006,8,2006-08-01,337.0
BAC NINH,2006,8,2006-08-01,0.0
BEN TRE,2006,8,2006-08-01,297.0
BINH DINH,2006,8,2006-08-01,28.0
BINH DUONG,2006,8,2006-08-01,258.0
BINH PHUOC,2006,8,2006-08-01,292.0
BINH THUAN,2006,8,2006-08-01,31.0
CA MAU,2006,8,2006-08-01,279.0
CAN THO CITY,2006,8,2006-08-01,174.0
CAO BANG,2006,8,2006-08-01,0.0
DA NANG CITY,2006,8,2006-08-01,21.0
DAK LAK,2006,8,2006-08-01,21.0
DAK NONG,2006,8,2006-08-01,23.0
DIEN BIEN,2006,8,2006-08-01,0.0
DONG NAI,2006,8,2006-08-01,852.0
DONG THAP,2006,8,2006-08-01,771.0
GIA LAI,2006,8,2006-08-01,35.0
HA GIANG,2006,8,2006-08-01,0.0
HA NAM,2006,8,2006-08-01,0.0
HA NOI CITY,2006,8,2006-08-01,144.0
HA TAY,2006,8,2006-08-01,0.0
HA TINH,2006,8,2006-08-01,79.0
HAI DUONG,2006,8,2006-08-01,0.0
HAI PHONG CITY,2006,8,2006-08-01,0.0
HAU GIANG,2006,8,2006-08-01,153.0
HO CHI MINH CITY,2006,8,2006-08-01,880.0
HOA BINH,2006,8,2006-08-01,0.0
HUNG YEN,2006,8,2006-08-01,0.0
KHANH HOA,2006,8,2006-08-01,50.0
KIEN GIANG,2006,8,2006-08-01,548.0
KON TUM,2006,8,2006-08-01,0.0
LAI CHAU,2006,8,2006-08-01,0.0
LAM DONG,2006,8,2006-08-01,2.0
LANG SON,2006,8,2006-08-01,0.0
LAO CAI,2006,8,2006-08-01,0.0
LONG AN,2006,8,2006-08-01,509.0
NAM DINH,2006,8,2006-08-01,0.0
NGHE AN,2006,8,2006-08-01,30.0
NINH BINH,2006,8,2006-08-01,0.0
NINH THUAN,2006,8,2006-08-01,153.0
PHU THO,2006,8,2006-08-01,0.0
PHU YEN,2006,8,2006-08-01,72.0
QUANG BINH,2006,8,2006-08-01,0.0
QUANG NAM,2006,8,2006-08-01,27.0
QUANG NGAI,2006,8,2006-08-01,100.0
QUANG NINH,2006,8,2006-08-01,0.0
QUANG TRI,2006,8,2006-08-01,0.0
SOC TRANG,2006,8,2006-08-01,399.0
SON LA,2006,8,2006-08-01,0.0
TAY NINH,2006,8,2006-08-01,79.0
THAI BINH,2006,8,2006-08-01,4.0
THAI NGUYEN,2006,8,2006-08-01,0.0
THANH HOA,2006,8,2006-08-01,0.0
THUA THIEN - HUE,2006,8,2006-08-01,0.0
TIEN GIANG,2006,8,2006-08-01,631.0
TRA VINH,2006,8,2006-08-01,148.0
TUYEN QUANG,2006,8,2006-08-01,0.0
VINH LONG,2006,8,2006-08-01,113.0
VINH PHUC,2006,8,2006-08-01,5.0
YEN BAI,2006,8,2006-08-01,0.0
AN GIANG,2006,9,2006-09-01,228.0
BA RIA-VUNG TAU,2006,9,2006-09-01,353.0
BAC GIANG,2006,9,2006-09-01,0.0
BAC KAN,2006,9,2006-09-01,0.0
BAC LIEU,2006,9,2006-09-01,364.0
BAC NINH,2006,9,2006-09-01,0.0
BEN TRE,2006,9,2006-09-01,274.0
BINH DINH,2006,9,2006-09-01,14.0
BINH DUONG,2006,9,2006-09-01,164.0
BINH PHUOC,2006,9,2006-09-01,172.0
BINH THUAN,2006,9,2006-09-01,29.0
CA MAU,2006,9,2006-09-01,324.0
CAN THO CITY,2006,9,2006-09-01,147.0
CAO BANG,2006,9,2006-09-01,0.0
DA NANG CITY,2006,9,2006-09-01,62.0
DAK LAK,2006,9,2006-09-01,24.0
DAK NONG,2006,9,2006-09-01,12.0
DIEN BIEN,2006,9,2006-09-01,0.0
DONG NAI,2006,9,2006-09-01,473.0
DONG THAP,2006,9,2006-09-01,1221.0
GIA LAI,2006,9,2006-09-01,31.0
HA GIANG,2006,9,2006-09-01,0.0
HA NAM,2006,9,2006-09-01,1.0
HA NOI CITY,2006,9,2006-09-01,374.0
HA TAY,2006,9,2006-09-01,0.0
HA TINH,2006,9,2006-09-01,58.0
HAI DUONG,2006,9,2006-09-01,0.0
HAI PHONG CITY,2006,9,2006-09-01,2.0
HAU GIANG,2006,9,2006-09-01,10.0
HO CHI MINH CITY,2006,9,2006-09-01,746.0
HOA BINH,2006,9,2006-09-01,0.0
HUNG YEN,2006,9,2006-09-01,0.0
KHANH HOA,2006,9,2006-09-01,47.0
KIEN GIANG,2006,9,2006-09-01,332.0
KON TUM,2006,9,2006-09-01,2.0
LAI CHAU,2006,9,2006-09-01,0.0
LAM DONG,2006,9,2006-09-01,3.0
LANG SON,2006,9,2006-09-01,0.0
LAO CAI,2006,9,2006-09-01,0.0
LONG AN,2006,9,2006-09-01,343.0
NAM DINH,2006,9,2006-09-01,14.0
NGHE AN,2006,9,2006-09-01,648.0
NINH BINH,2006,9,2006-09-01,0.0
NINH THUAN,2006,9,2006-09-01,136.0
PHU THO,2006,9,2006-09-01,0.0
PHU YEN,2006,9,2006-09-01,21.0
QUANG BINH,2006,9,2006-09-01,0.0
QUANG NAM,2006,9,2006-09-01,22.0
QUANG NGAI,2006,9,2006-09-01,120.0
QUANG NINH,2006,9,2006-09-01,0.0
QUANG TRI,2006,9,2006-09-01,1.0
SOC TRANG,2006,9,2006-09-01,385.0
SON LA,2006,9,2006-09-01,0.0
TAY NINH,2006,9,2006-09-01,75.0
THAI BINH,2006,9,2006-09-01,4.0
THAI NGUYEN,2006,9,2006-09-01,0.0
THANH HOA,2006,9,2006-09-01,2.0
THUA THIEN - HUE,2006,9,2006-09-01,26.0
TIEN GIANG,2006,9,2006-09-01,633.0
TRA VINH,2006,9,2006-09-01,128.0
TUYEN QUANG,2006,9,2006-09-01,0.0
VINH LONG,2006,9,2006-09-01,98.0
VINH PHUC,2006,9,2006-09-01,6.0
YEN BAI,2006,9,2006-09-01,0.0
AN GIANG,2006,10,2006-10-01,316.0
BA RIA-VUNG TAU,2006,10,2006-10-01,4.0
BAC GIANG,2006,10,2006-10-01,0.0
BAC KAN,2006,10,2006-10-01,0.0
BAC LIEU,2006,10,2006-10-01,242.0
BAC NINH,2006,10,2006-10-01,3.0
BEN TRE,2006,10,2006-10-01,215.0
BINH DINH,2006,10,2006-10-01,21.0
BINH DUONG,2006,10,2006-10-01,88.0
BINH PHUOC,2006,10,2006-10-01,128.0
BINH THUAN,2006,10,2006-10-01,65.0
CA MAU,2006,10,2006-10-01,239.0
CAN THO CITY,2006,10,2006-10-01,122.0
CAO BANG,2006,10,2006-10-01,0.0
DA NANG CITY,2006,10,2006-10-01,66.0
DAK LAK,2006,10,2006-10-01,21.0
DAK NONG,2006,10,2006-10-01,7.0
DIEN BIEN,2006,10,2006-10-01,0.0
DONG NAI,2006,10,2006-10-01,586.0
DONG THAP,2006,10,2006-10-01,1229.0
GIA LAI,2006,10,2006-10-01,24.0
HA GIANG,2006,10,2006-10-01,0.0
HA NAM,2006,10,2006-10-01,0.0
HA NOI CITY,2006,10,2006-10-01,842.0
HA TAY,2006,10,2006-10-01,0.0
HA TINH,2006,10,2006-10-01,66.0
HAI DUONG,2006,10,2006-10-01,0.0
HAI PHONG CITY,2006,10,2006-10-01,0.0
HAU GIANG,2006,10,2006-10-01,134.0
HO CHI MINH CITY,2006,10,2006-10-01,1155.0
HOA BINH,2006,10,2006-10-01,1.0
HUNG YEN,2006,10,2006-10-01,0.0
KHANH HOA,2006,10,2006-10-01,43.0
KIEN GIANG,2006,10,2006-10-01,343.0
KON TUM,2006,10,2006-10-01,0.0
LAI CHAU,2006,10,2006-10-01,0.0
LAM DONG,2006,10,2006-10-01,7.0
LANG SON,2006,10,2006-10-01,0.0
LAO CAI,2006,10,2006-10-01,0.0
LONG AN,2006,10,2006-10-01,241.0
NAM DINH,2006,10,2006-10-01,10.0
NGHE AN,2006,10,2006-10-01,478.0
NINH BINH,2006,10,2006-10-01,0.0
NINH THUAN,2006,10,2006-10-01,250.0
PHU THO,2006,10,2006-10-01,0.0
PHU YEN,2006,10,2006-10-01,25.0
QUANG BINH,2006,10,2006-10-01,0.0
QUANG NAM,2006,10,2006-10-01,27.0
QUANG NGAI,2006,10,2006-10-01,236.0
QUANG NINH,2006,10,2006-10-01,2.0
QUANG TRI,2006,10,2006-10-01,1.0
SOC TRANG,2006,10,2006-10-01,428.0
SON LA,2006,10,2006-10-01,0.0
TAY NINH,2006,10,2006-10-01,27.0
THAI BINH,2006,10,2006-10-01,1.0
THAI NGUYEN,2006,10,2006-10-01,1.0
THANH HOA,2006,10,2006-10-01,153.0
THUA THIEN - HUE,2006,10,2006-10-01,23.0
TIEN GIANG,2006,10,2006-10-01,479.0
TRA VINH,2006,10,2006-10-01,74.0
TUYEN QUANG,2006,10,2006-10-01,0.0
VINH LONG,2006,10,2006-10-01,76.0
VINH PHUC,2006,10,2006-10-01,5.0
YEN BAI,2006,10,2006-10-01,0.0
AN GIANG,2006,11,2006-11-01,223.0
BA RIA-VUNG TAU,2006,11,2006-11-01,169.0
BAC GIANG,2006,11,2006-11-01,0.0
BAC KAN,2006,11,2006-11-01,0.0
BAC LIEU,2006,11,2006-11-01,253.0
BAC NINH,2006,11,2006-11-01,3.0
BEN TRE,2006,11,2006-11-01,256.0
BINH DINH,2006,11,2006-11-01,16.0
BINH DUONG,2006,11,2006-11-01,86.0
BINH PHUOC,2006,11,2006-11-01,109.0
BINH THUAN,2006,11,2006-11-01,104.0
CA MAU,2006,11,2006-11-01,239.0
CAN THO CITY,2006,11,2006-11-01,178.0
CAO BANG,2006,11,2006-11-01,0.0
DA NANG CITY,2006,11,2006-11-01,113.0
DAK LAK,2006,11,2006-11-01,12.0
DAK NONG,2006,11,2006-11-01,12.0
DIEN BIEN,2006,11,2006-11-01,0.0
DONG NAI,2006,11,2006-11-01,355.0
DONG THAP,2006,11,2006-11-01,1226.0
GIA LAI,2006,11,2006-11-01,22.0
HA GIANG,2006,11,2006-11-01,0.0
HA NAM,2006,11,2006-11-01,5.0
HA NOI CITY,2006,11,2006-11-01,814.0
HA TAY,2006,11,2006-11-01,169.0
HA TINH,2006,11,2006-11-01,117.0
HAI DUONG,2006,11,2006-11-01,0.0
HAI PHONG CITY,2006,11,2006-11-01,10.0
HAU GIANG,2006,11,2006-11-01,105.0
HO CHI MINH CITY,2006,11,2006-11-01,754.0
HOA BINH,2006,11,2006-11-01,0.0
HUNG YEN,2006,11,2006-11-01,0.0
KHANH HOA,2006,11,2006-11-01,118.0
KIEN GIANG,2006,11,2006-11-01,491.0
KON TUM,2006,11,2006-11-01,0.0
LAI CHAU,2006,11,2006-11-01,0.0
LAM DONG,2006,11,2006-11-01,3.0
LANG SON,2006,11,2006-11-01,0.0
LAO CAI,2006,11,2006-11-01,0.0
LONG AN,2006,11,2006-11-01,190.0
NAM DINH,2006,11,2006-11-01,5.0
NGHE AN,2006,11,2006-11-01,107.0
NINH BINH,2006,11,2006-11-01,0.0
NINH THUAN,2006,11,2006-11-01,405.0
PHU THO,2006,11,2006-11-01,0.0
PHU YEN,2006,11,2006-11-01,61.0
QUANG BINH,2006,11,2006-11-01,0.0
QUANG NAM,2006,11,2006-11-01,60.0
QUANG NGAI,2006,11,2006-11-01,530.0
QUANG NINH,2006,11,2006-11-01,0.0
QUANG TRI,2006,11,2006-11-01,56.0
SOC TRANG,2006,11,2006-11-01,435.0
SON LA,2006,11,2006-11-01,0.0
TAY NINH,2006,11,2006-11-01,18.0
THAI BINH,2006,11,2006-11-01,3.0
THAI NGUYEN,2006,11,2006-11-01,0.0
THANH HOA,2006,11,2006-11-01,5.0
THUA THIEN - HUE,2006,11,2006-11-01,14.0
TIEN GIANG,2006,11,2006-11-01,379.0
TRA VINH,2006,11,2006-11-01,52.0
TUYEN QUANG,2006,11,2006-11-01,0.0
VINH LONG,2006,11,2006-11-01,79.0
VINH PHUC,2006,11,2006-11-01,0.0
YEN BAI,2006,11,2006-11-01,1.0
AN GIANG,2006,12,2006-12-01,587.0
BA RIA-VUNG TAU,2006,12,2006-12-01,5.0
BAC GIANG,2006,12,2006-12-01,0.0
BAC KAN,2006,12,2006-12-01,0.0
BAC LIEU,2006,12,2006-12-01,155.0
BAC NINH,2006,12,2006-12-01,0.0
BEN TRE,2006,12,2006-12-01,157.0
BINH DINH,2006,12,2006-12-01,60.0
BINH DUONG,2006,12,2006-12-01,57.0
BINH PHUOC,2006,12,2006-12-01,84.0
BINH THUAN,2006,12,2006-12-01,41.0
CA MAU,2006,12,2006-12-01,120.0
CAN THO CITY,2006,12,2006-12-01,199.0
CAO BANG,2006,12,2006-12-01,0.0
DA NANG CITY,2006,12,2006-12-01,294.0
DAK LAK,2006,12,2006-12-01,7.0
DAK NONG,2006,12,2006-12-01,15.0
DIEN BIEN,2006,12,2006-12-01,0.0
DONG NAI,2006,12,2006-12-01,401.0
DONG THAP,2006,12,2006-12-01,1048.0
GIA LAI,2006,12,2006-12-01,214.0
HA GIANG,2006,12,2006-12-01,0.0
HA NAM,2006,12,2006-12-01,1.0
HA NOI CITY,2006,12,2006-12-01,186.0
HA TAY,2006,12,2006-12-01,0.0
HA TINH,2006,12,2006-12-01,0.0
HAI DUONG,2006,12,2006-12-01,0.0
HAI PHONG CITY,2006,12,2006-12-01,0.0
HAU GIANG,2006,12,2006-12-01,62.0
HO CHI MINH CITY,2006,12,2006-12-01,569.0
HOA BINH,2006,12,2006-12-01,0.0
HUNG YEN,2006,12,2006-12-01,0.0
KHANH HOA,2006,12,2006-12-01,131.0
KIEN GIANG,2006,12,2006-12-01,352.0
KON TUM,2006,12,2006-12-01,0.0
LAI CHAU,2006,12,2006-12-01,0.0
LAM DONG,2006,12,2006-12-01,1.0
LANG SON,2006,12,2006-12-01,0.0
LAO CAI,2006,12,2006-12-01,0.0
LONG AN,2006,12,2006-12-01,109.0
NAM DINH,2006,12,2006-12-01,0.0
NGHE AN,2006,12,2006-12-01,0.0
NINH BINH,2006,12,2006-12-01,0.0
NINH THUAN,2006,12,2006-12-01,237.0
PHU THO,2006,12,2006-12-01,0.0
PHU YEN,2006,12,2006-12-01,29.0
QUANG BINH,2006,12,2006-12-01,0.0
QUANG NAM,2006,12,2006-12-01,101.0
QUANG NGAI,2006,12,2006-12-01,337.0
QUANG NINH,2006,12,2006-12-01,0.0
QUANG TRI,2006,12,2006-12-01,8.0
SOC TRANG,2006,12,2006-12-01,297.0
SON LA,2006,12,2006-12-01,0.0
TAY NINH,2006,12,2006-12-01,16.0
THAI BINH,2006,12,2006-12-01,1.0
THAI NGUYEN,2006,12,2006-12-01,0.0
THANH HOA,2006,12,2006-12-01,0.0
THUA THIEN - HUE,2006,12,2006-12-01,46.0
TIEN GIANG,2006,12,2006-12-01,280.0
TRA VINH,2006,12,2006-12-01,46.0
TUYEN QUANG,2006,12,2006-12-01,0.0
VINH LONG,2006,12,2006-12-01,83.0
VINH PHUC,2006,12,2006-12-01,0.0
YEN BAI,2006,12,2006-12-01,0.0
AN GIANG,2007,1,2007-01-01,297.0
BA RIA-VUNG TAU,2007,1,2007-01-01,82.0
BAC GIANG,2007,1,2007-01-01,0.0
BAC KAN,2007,1,2007-01-01,0.0
BAC LIEU,2007,1,2007-01-01,130.0
BAC NINH,2007,1,2007-01-01,0.0
BEN TRE,2007,1,2007-01-01,152.0
BINH DINH,2007,1,2007-01-01,15.0
BINH DUONG,2007,1,2007-01-01,112.0
BINH PHUOC,2007,1,2007-01-01,42.0
BINH THUAN,2007,1,2007-01-01,220.0
CA MAU,2007,1,2007-01-01,67.0
CAN THO CITY,2007,1,2007-01-01,97.0
CAO BANG,2007,1,2007-01-01,0.0
DA NANG CITY,2007,1,2007-01-01,38.0
DAK LAK,2007,1,2007-01-01,7.0
DAK NONG,2007,1,2007-01-01,13.0
DIEN BIEN,2007,1,2007-01-01,0.0
DONG NAI,2007,1,2007-01-01,154.0
DONG THAP,2007,1,2007-01-01,431.0
GIA LAI,2007,1,2007-01-01,2.0
HA GIANG,2007,1,2007-01-01,0.0
HA NAM,2007,1,2007-01-01,0.0
HA NOI CITY,2007,1,2007-01-01,25.0
HA TAY,2007,1,2007-01-01,0.0
HA TINH,2007,1,2007-01-01,0.0
HAI DUONG,2007,1,2007-01-01,0.0
HAI PHONG CITY,2007,1,2007-01-01,1.0
HAU GIANG,2007,1,2007-01-01,57.0
HO CHI MINH CITY,2007,1,2007-01-01,596.0
HOA BINH,2007,1,2007-01-01,0.0
HUNG YEN,2007,1,2007-01-01,0.0
KHANH HOA,2007,1,2007-01-01,113.0
KIEN GIANG,2007,1,2007-01-01,144.0
KON TUM,2007,1,2007-01-01,1.0
LAI CHAU,2007,1,2007-01-01,0.0
LAM DONG,2007,1,2007-01-01,2.0
LANG SON,2007,1,2007-01-01,0.0
LAO CAI,2007,1,2007-01-01,0.0
LONG AN,2007,1,2007-01-01,87.0
NAM DINH,2007,1,2007-01-01,0.0
NGHE AN,2007,1,2007-01-01,0.0
NINH BINH,2007,1,2007-01-01,0.0
NINH THUAN,2007,1,2007-01-01,42.0
PHU THO,2007,1,2007-01-01,0.0
PHU YEN,2007,1,2007-01-01,7.0
QUANG BINH,2007,1,2007-01-01,0.0
QUANG NAM,2007,1,2007-01-01,9.0
QUANG NGAI,2007,1,2007-01-01,123.0
QUANG NINH,2007,1,2007-01-01,0.0
QUANG TRI,2007,1,2007-01-01,0.0
SOC TRANG,2007,1,2007-01-01,226.0
SON LA,2007,1,2007-01-01,0.0
TAY NINH,2007,1,2007-01-01,19.0
THAI BINH,2007,1,2007-01-01,0.0
THAI NGUYEN,2007,1,2007-01-01,0.0
THANH HOA,2007,1,2007-01-01,0.0
THUA THIEN - HUE,2007,1,2007-01-01,0.0
TIEN GIANG,2007,1,2007-01-01,308.0
TRA VINH,2007,1,2007-01-01,31.0
TUYEN QUANG,2007,1,2007-01-01,0.0
VINH LONG,2007,1,2007-01-01,47.0
VINH PHUC,2007,1,2007-01-01,0.0
YEN BAI,2007,1,2007-01-01,0.0
AN GIANG,2007,2,2007-02-01,139.0
BA RIA-VUNG TAU,2007,2,2007-02-01,29.0
BAC GIANG,2007,2,2007-02-01,0.0
BAC KAN,2007,2,2007-02-01,0.0
BAC LIEU,2007,2,2007-02-01,40.0
BAC NINH,2007,2,2007-02-01,0.0
BEN TRE,2007,2,2007-02-01,80.0
BINH DINH,2007,2,2007-02-01,6.0
BINH DUONG,2007,2,2007-02-01,45.0
BINH PHUOC,2007,2,2007-02-01,12.0
BINH THUAN,2007,2,2007-02-01,111.0
CA MAU,2007,2,2007-02-01,24.0
CAN THO CITY,2007,2,2007-02-01,28.0
CAO BANG,2007,2,2007-02-01,0.0
DA NANG CITY,2007,2,2007-02-01,7.0
DAK LAK,2007,2,2007-02-01,3.0
DAK NONG,2007,2,2007-02-01,7.0
DIEN BIEN,2007,2,2007-02-01,0.0
DONG NAI,2007,2,2007-02-01,61.0
DONG THAP,2007,2,2007-02-01,201.0
GIA LAI,2007,2,2007-02-01,2.0
HA GIANG,2007,2,2007-02-01,0.0
HA NAM,2007,2,2007-02-01,0.0
HA NOI CITY,2007,2,2007-02-01,4.0
HA TAY,2007,2,2007-02-01,0.0
HA TINH,2007,2,2007-02-01,0.0
HAI DUONG,2007,2,2007-02-01,0.0
HAI PHONG CITY,2007,2,2007-02-01,0.0
HAU GIANG,2007,2,2007-02-01,14.0
HO CHI MINH CITY,2007,2,2007-02-01,224.0
HOA BINH,2007,2,2007-02-01,0.0
HUNG YEN,2007,2,2007-02-01,0.0
KHANH HOA,2007,2,2007-02-01,82.0
KIEN GIANG,2007,2,2007-02-01,78.0
KON TUM,2007,2,2007-02-01,0.0
LAI CHAU,2007,2,2007-02-01,0.0
LAM DONG,2007,2,2007-02-01,1.0
LANG SON,2007,2,2007-02-01,0.0
LAO CAI,2007,2,2007-02-01,0.0
LONG AN,2007,2,2007-02-01,48.0
NAM DINH,2007,2,2007-02-01,0.0
NGHE AN,2007,2,2007-02-01,0.0
NINH BINH,2007,2,2007-02-01,0.0
NINH THUAN,2007,2,2007-02-01,29.0
PHU THO,2007,2,2007-02-01,0.0
PHU YEN,2007,2,2007-02-01,7.0
QUANG BINH,2007,2,2007-02-01,0.0
QUANG NAM,2007,2,2007-02-01,3.0
QUANG NGAI,2007,2,2007-02-01,51.0
QUANG NINH,2007,2,2007-02-01,0.0
QUANG TRI,2007,2,2007-02-01,0.0
SOC TRANG,2007,2,2007-02-01,120.0
SON LA,2007,2,2007-02-01,0.0
TAY NINH,2007,2,2007-02-01,8.0
THAI BINH,2007,2,2007-02-01,0.0
THAI NGUYEN,2007,2,2007-02-01,0.0
THANH HOA,2007,2,2007-02-01,0.0
THUA THIEN - HUE,2007,2,2007-02-01,1.0
TIEN GIANG,2007,2,2007-02-01,186.0
TRA VINH,2007,2,2007-02-01,9.0
TUYEN QUANG,2007,2,2007-02-01,0.0
VINH LONG,2007,2,2007-02-01,37.0
VINH PHUC,2007,2,2007-02-01,0.0
YEN BAI,2007,2,2007-02-01,0.0
AN GIANG,2007,3,2007-03-01,152.0
BA RIA-VUNG TAU,2007,3,2007-03-01,20.0
BAC GIANG,2007,3,2007-03-01,0.0
BAC KAN,2007,3,2007-03-01,0.0
BAC LIEU,2007,3,2007-03-01,48.0
BAC NINH,2007,3,2007-03-01,0.0
BEN TRE,2007,3,2007-03-01,103.0
BINH DINH,2007,3,2007-03-01,34.0
BINH DUONG,2007,3,2007-03-01,32.0
BINH PHUOC,2007,3,2007-03-01,21.0
BINH THUAN,2007,3,2007-03-01,135.0
CA MAU,2007,3,2007-03-01,29.0
CAN THO CITY,2007,3,2007-03-01,73.0
CAO BANG,2007,3,2007-03-01,0.0
DA NANG CITY,2007,3,2007-03-01,3.0
DAK LAK,2007,3,2007-03-01,2.0
DAK NONG,2007,3,2007-03-01,8.0
DIEN BIEN,2007,3,2007-03-01,0.0
DONG NAI,2007,3,2007-03-01,154.0
DONG THAP,2007,3,2007-03-01,332.0
GIA LAI,2007,3,2007-03-01,1.0
HA GIANG,2007,3,2007-03-01,0.0
HA NAM,2007,3,2007-03-01,0.0
HA NOI CITY,2007,3,2007-03-01,6.0
HA TAY,2007,3,2007-03-01,0.0
HA TINH,2007,3,2007-03-01,0.0
HAI DUONG,2007,3,2007-03-01,0.0
HAI PHONG CITY,2007,3,2007-03-01,0.0
HAU GIANG,2007,3,2007-03-01,26.0
HO CHI MINH CITY,2007,3,2007-03-01,205.0
HOA BINH,2007,3,2007-03-01,1.0
HUNG YEN,2007,3,2007-03-01,0.0
KHANH HOA,2007,3,2007-03-01,93.0
KIEN GIANG,2007,3,2007-03-01,151.0
KON TUM,2007,3,2007-03-01,0.0
LAI CHAU,2007,3,2007-03-01,0.0
LAM DONG,2007,3,2007-03-01,1.0
LANG SON,2007,3,2007-03-01,0.0
LAO CAI,2007,3,2007-03-01,0.0
LONG AN,2007,3,2007-03-01,93.0
NAM DINH,2007,3,2007-03-01,0.0
NGHE AN,2007,3,2007-03-01,0.0
NINH BINH,2007,3,2007-03-01,0.0
NINH THUAN,2007,3,2007-03-01,26.0
PHU THO,2007,3,2007-03-01,0.0
PHU YEN,2007,3,2007-03-01,12.0
QUANG BINH,2007,3,2007-03-01,0.0
QUANG NAM,2007,3,2007-03-01,1.0
QUANG NGAI,2007,3,2007-03-01,37.0
QUANG NINH,2007,3,2007-03-01,0.0
QUANG TRI,2007,3,2007-03-01,0.0
SOC TRANG,2007,3,2007-03-01,143.0
SON LA,2007,3,2007-03-01,0.0
TAY NINH,2007,3,2007-03-01,14.0
THAI BINH,2007,3,2007-03-01,0.0
THAI NGUYEN,2007,3,2007-03-01,0.0
THANH HOA,2007,3,2007-03-01,0.0
THUA THIEN - HUE,2007,3,2007-03-01,0.0
TIEN GIANG,2007,3,2007-03-01,332.0
TRA VINH,2007,3,2007-03-01,20.0
TUYEN QUANG,2007,3,2007-03-01,0.0
VINH LONG,2007,3,2007-03-01,70.0
VINH PHUC,2007,3,2007-03-01,0.0
YEN BAI,2007,3,2007-03-01,0.0
AN GIANG,2007,4,2007-04-01,395.0
BA RIA-VUNG TAU,2007,4,2007-04-01,14.0
BAC GIANG,2007,4,2007-04-01,0.0
BAC KAN,2007,4,2007-04-01,0.0
BAC LIEU,2007,4,2007-04-01,50.0
BAC NINH,2007,4,2007-04-01,0.0
BEN TRE,2007,4,2007-04-01,186.0
BINH DINH,2007,4,2007-04-01,55.0
BINH DUONG,2007,4,2007-04-01,22.0
BINH PHUOC,2007,4,2007-04-01,63.0
BINH THUAN,2007,4,2007-04-01,165.0
CA MAU,2007,4,2007-04-01,30.0
CAN THO CITY,2007,4,2007-04-01,93.0
CAO BANG,2007,4,2007-04-01,0.0
DA NANG CITY,2007,4,2007-04-01,9.0
DAK LAK,2007,4,2007-04-01,2.0
DAK NONG,2007,4,2007-04-01,23.0
DIEN BIEN,2007,4,2007-04-01,0.0
DONG NAI,2007,4,2007-04-01,163.0
DONG THAP,2007,4,2007-04-01,625.0
GIA LAI,2007,4,2007-04-01,19.0
HA GIANG,2007,4,2007-04-01,0.0
HA NAM,2007,4,2007-04-01,0.0
HA NOI CITY,2007,4,2007-04-01,11.0
HA TAY,2007,4,2007-04-01,0.0
HA TINH,2007,4,2007-04-01,0.0
HAI DUONG,2007,4,2007-04-01,0.0
